freq,syl,let,word,imag,conc,meaning,list,id
15,4,9,obedience,3.67,1.58,5.2,1,451
1,3,9,medallion,5.87,6.73,6.32,1,452
4,4,9,avalanche,6.27,6.38,6.72,1,453
21,3,10,discipline,3.57,2.17,6.04,1,454
100,3,7,history,3.47,3.03,6.91,1,455
50,3,10,appearance,4.07,3.4,5.68,1,456
100,2,4,army,6.53,6.55,6.88,1,457
21,4,10,ambassador,5.7,6.22,5.22,1,458
1,4,11,flexibility,4,3.22,5.6,1,459
12,2,7,madness,4.03,2.35,5.16,1,460
50,1,6,string,6.2,6.9,5.29,1,461
1,3,8,pacifism,3.9,2.06,3.8,1,462
2,2,8,namesake,3.37,3.53,4.2,1,463
1,2,7,boredom,3.83,1.94,4.63,1,464
1,4,8,busybody,5.17,5,5.5,1,465
100,1,4,home,6.5,6.25,6.88,1,466
50,1,5,fault,2.83,2.87,4.8,1,467
5,3,6,equity,2.23,2.57,3.72,1,468
20,2,7,settler,5.4,6.07,6.48,1,469
22,4,11,disposition,2.93,1.78,4.92,1,470
8,2,7,bouquet,6.77,6.55,5.76,1,471
38,1,4,limb,6.17,6.93,6.8,1,472
50,1,4,deed,3.63,4.19,5.32,1,473
31,4,11,explanation,2.9,3.25,5.8,1,474
6,3,10,belongings,5.1,5.85,5.38,1,475
26,3,9,attendant,5.03,6.07,4.5,1,476
5,3,9,racketeer,5.07,6.07,5.56,1,477
100,1,4,soil,6,6.87,8,1,478
28,2,7,exhaust,5.17,5,6.29,1,479
100,1,4,soul,2.13,1.87,6.4,1,480
24,3,8,intimate,5,2.03,5.13,1,481
7,2,7,leaflet,5.47,6.62,4.92,1,482
49,4,7,ability,2.67,2.03,5.6,1,483
8,2,7,creator,3.87,3.97,5.68,1,484
50,1,5,pride,4.23,1.49,5.24,1,485
29,2,4,oven,6.4,6.96,8.08,1,486
23,3,8,disaster,5.1,4.12,6.56,1,487
3,2,8,kerchief,5.23,6.82,6.48,1,488
1,2,8,tweezers,6.57,6.93,5.8,1,489
42,2,6,weapon,5.73,6.38,7.84,1,490
27,2,6,banker,6.03,6.38,6.56,1,491
100,1,5,month,4.37,3.2,4.58,1,492
100,2,8,building,6.4,6.94,5.48,1,493
50,1,4,fate,2.37,1.46,4,1,494
23,3,8,facility,2.73,2.2,4.64,1,495
26,3,6,misery,4.37,2.28,5.84,1,496
6,2,7,leopard,6.77,7,6.83,1,497
1,2,6,rating,2.6,2.66,5.12,1,498
100,2,5,woman,6.7,6.63,6.4,1,499
2,4,8,atrocity,3.67,2.38,4.17,1,500
50,3,8,prisoner,6.23,6.45,6.76,1,501
8,1,4,crag,4.77,6.42,5.44,1,502
21,1,4,code,4.53,4.53,6.63,1,503
1,3,8,betrayal,3.57,1.77,5,1,504
50,2,7,boulder,6.13,6.96,5.88,1,505
100,1,5,green,6.6,5.46,6.68,1,506
3,3,10,inducement,2.93,2.34,3.68,1,507
100,1,4,star,6.7,6.73,7.04,1,508
100,1,4,fact,2.2,3.31,4.29,1,509
1,3,8,derelict,4.6,5.66,4.52,1,510
1,2,5,adage,2.77,3.63,3,1,511
100,1,5,plain,5.37,5.28,5.2,1,512
21,2,7,captive,5.27,5.8,5.39,1,513
10,3,9,promotion,3.33,3.56,5.56,1,514
100,2,5,ocean,6.77,6.9,8.76,1,515
22,1,4,moss,6.33,6.87,7.04,1,516
32,1,5,ghost,5.37,2.97,6,1,517
24,3,7,miracle,3.33,2.25,5.6,1,518
20,2,5,array,3.3,3.6,4.17,1,519
50,5,11,opportunity,3.03,2.63,4.08,1,520
1,4,9,armadillo,3.77,6.44,4.38,1,521
5,4,10,graduation,6.03,4.28,6.28,1,522
2,2,7,warbler,5.57,6.63,5.79,1,523
100,1,4,lord,4.63,4.18,6.68,1,524
50,1,4,corn,6.47,6.9,6.96,1,525
19,2,7,fatigue,5.07,4.28,3.88,1,526
26,2,7,comrade,5.57,5.65,5.58,1,527
1,4,9,disparity,2.7,2.07,3.52,1,528
5,4,10,salutation,4.47,4.87,5.24,1,529
3,2,7,sunburn,6.7,6.52,7.72,1,530
50,1,4,dawn,6.37,5.83,7.36,1,531
100,2,4,baby,6.7,6.9,7.04,1,532
19,4,11,caterpillar,6.57,6.96,6.88,1,533
1,3,10,wholesaler,3.87,6.15,4.88,1,534
50,2,6,shadow,5.63,4.94,5.28,1,535
50,3,8,quantity,3.47,3.32,4.17,1,536
42,3,10,instrument,5.67,6.25,6.72,1,537
100,2,5,water,6.6,6.96,7.5,1,538
3,1,4,suds,6.4,6.75,7.29,1,539
100,2,7,village,6.5,6.69,5.32,1,540
22,2,7,tribute,3.57,3.12,5.52,1,541
13,1,5,nymph,5.63,4.4,5.36,1,542
100,1,4,gold,6.47,6.76,6.36,1,543
3,3,8,outsider,5.27,5.07,4.56,1,544
50,3,7,library,6.73,6.87,6.4,1,545
2,3,10,competence,2.97,1.86,4.63,1,546
50,1,4,hide,3.8,5.45,5.63,1,547
2,2,6,feline,4.67,5.31,5.42,1,548
50,1,6,breast,6.77,6.8,5.81,1,549
3,3,10,gymnastics,5.83,5.08,5.52,1,550
46,1,4,cash,6.17,6.28,7.21,1,551
46,1,4,doll,6.17,6.94,6.12,1,552
25,2,7,speaker,5.67,6.13,5.54,1,553
50,1,5,slave,6.23,6.38,6.17,1,554
19,1,4,cane,6.43,6.93,7.48,1,555
100,2,7,present,4.8,3.88,6.13,1,556
50,3,9,advantage,2.37,2.25,4.48,1,557
50,3,9,professor,6.17,6.52,5.4,1,558
1,3,8,rhapsody,4.23,4.38,5.12,1,559
4,2,6,impact,4.47,3.73,5.71,1,560
2,1,5,noose,6.23,6.2,6.2,1,561
50,2,6,bottle,6.57,6.94,7.24,1,562
100,1,3,joy,5.43,1.66,6.52,1,563
4,1,5,flask,6.5,7,6.28,1,564
45,2,6,maiden,6.1,6.52,5.04,1,565
9,3,7,dynasty,3.63,4.14,6.28,1,566
50,2,6,ticket,6.2,7,7.21,1,567
100,1,3,law,3.73,3.23,6.32,1,568
1,2,8,traction,4.77,4.14,6.4,1,569
19,2,7,thicket,5.6,6.49,6.04,1,570
50,2,6,cattle,6.4,6.79,7.56,1,571
50,2,9,christmas,6.7,4.53,8.76,1,572
26,2,5,piano,6.7,6.85,6.4,1,573
100,1,5,chair,6.63,7,7.2,1,574
2,2,8,hardwood,5.77,6.58,5.46,1,575
7,2,6,portal,5.1,6.25,5.63,1,576
100,2,8,pleasure,4.8,2.1,5.54,1,577
25,1,4,frog,6.73,6.96,6.56,1,578
50,1,5,brain,5.93,6.63,6.8,1,579
3,2,10,stagecoach,6.43,6.9,6.96,1,580
100,2,6,winter,6.53,5.83,8.32,1,581
2,5,13,extermination,4.03,3.13,4.96,1,582
50,2,6,virtue,3.33,1.46,4.87,1,583
100,1,5,board,6.07,6.87,6.92,1,584
25,4,10,comparison,2.93,2.69,4.56,1,585
100,2,5,party,6.27,5.5,7.08,1,586
27,2,7,scarlet,6.37,5.96,5.8,1,587
1,4,10,centennial,4.1,3.45,6.13,1,588
100,1,4,fire,6.7,6.66,7.36,1,589
15,3,7,alcohol,6.47,6.87,6.08,1,590
100,1,4,skin,6.43,6.96,5.67,1,591
1,3,7,bivouac,3.37,5.37,5.36,1,592
50,1,4,dust,6.03,6.67,6.84,1,593
22,3,9,policeman,6.7,6.69,6.96,1,594
2,4,7,agility,4.57,2.93,5.75,1,595
19,3,10,strawberry,6.8,7,6.71,1,596
1,3,11,blunderbuss,3.47,5.25,3.56,1,597
3,3,6,galaxy,6,5.03,6,1,598
9,3,10,combustion,5.1,4.98,6.72,1,599
9,3,10,microscope,6.57,7,5.48,1,600
25,2,7,welfare,3.17,2.35,6.16,1,601
1,3,11,thistledown,3.83,6.14,4.76,1,602
50,1,4,flag,6.6,6.94,6.54,1,603
1,3,9,increment,2.63,2.85,3.72,1,604
100,2,6,forest,6.63,6.69,9.12,1,605
100,2,6,letter,6.37,6.94,5.96,1,606
29,1,4,unit,2.87,4.33,4.8,1,607
26,2,4,jury,6.07,6.17,6.88,1,608
12,4,9,hostility,4.23,2.18,5.64,1,609
5,5,14,multiplication,4.73,3.84,6,1,610
1,2,6,tidbit,4.37,5.4,5.79,1,611
7,3,7,epistle,4.23,5.58,5.63,1,612
2,1,5,yacht,6.77,6.96,7.2,1,613
26,3,9,fisherman,6.5,6.52,7.84,1,614
2,4,8,macaroni,6.47,7,6,1,615
29,1,4,mule,6.6,6.96,6.12,1,616
19,3,7,loyalty,4.07,1.56,5.72,1,617
7,3,9,firmament,4.3,4.5,4.96,1,618
3,4,8,heredity,3.53,2.98,5.64,1,619
26,2,6,poetry,4.9,4.27,6.24,1,620
100,1,3,sky,6.73,6.18,7.84,1,621
9,1,6,corpse,6.5,6.89,6.52,1,622
9,2,8,friction,4.33,4.26,5.28,1,623
25,2,8,sickness,5.17,4.94,6.36,1,624
27,2,5,lemon,6.83,6.96,7.72,1,625
21,1,4,dirt,6.1,6.66,6.44,1,626
1,3,8,semester,3.53,3.88,5.48,1,627
5,1,4,gilt,4.2,5.14,5.32,1,628
7,3,7,episode,3.37,3.91,5.32,1,629
1,2,7,cuisine,5.57,5.52,6.32,1,630
100,1,4,hour,3.6,2.93,5.56,1,631
2,1,5,spree,4.27,2.81,5.79,1,632
100,2,6,season,4.87,4.58,7.88,1,633
1,5,11,impropriety,1.87,2.08,3.75,1,634
4,3,7,fantasy,3.7,2.03,5.06,1,635
12,2,6,saloon,6.43,6.7,7.12,1,636
19,2,8,portrait,5.87,6.63,5.52,1,637
1,4,9,accordion,6.5,7,5.89,1,638
2,4,10,evangelist,4.97,5.95,5.28,1,639
1,3,11,bereavement,3.87,2.49,5.75,1,640
3,2,6,locker,6.27,6.96,6.44,1,641
27,1,6,pledge,3.63,2.93,5.92,1,642
100,3,8,industry,5.77,5.76,6,1,643
3,1,3,keg,6.4,6.87,4.84,1,644
3,4,12,supplication,2.8,2.89,4.04,1,645
20,3,6,vanity,3.83,1.77,4.92,1,646
23,1,6,warmth,5.7,4,7.36,1,647
2,2,6,nectar,5.33,6.41,6.92,1,648
1,3,6,sonata,4.53,5.73,5.56,1,649
100,1,6,length,3.73,3.75,5.84,1,650
31,3,9,agreement,3.33,2.93,4.48,1,651
23,5,13,investigation,3.6,3.32,5.8,1,652
1,4,11,functionary,1.77,2.62,4.29,1,653
50,1,4,cell,6.47,6.63,7.52,1,654
5,2,7,gingham,5.33,6.17,5.65,1,655
100,2,4,city,6.43,6.41,7.72,1,656
24,1,4,link,4.8,5.38,5.2,1,657
21,2,6,fabric,5.6,6.55,6.48,1,658
1,2,6,savant,3.07,3.02,3.88,1,659
50,2,6,advice,3.13,2.08,5.39,1,660
17,3,8,jealousy,4.72,1.77,4.88,1,661
19,2,8,nonsense,3.07,1.9,4.12,1,662
29,4,10,prosperity,4.47,2.78,5.44,1,663
50,2,7,diamond,6.67,6.94,7.84,1,664
4,2,9,cleanness,4.77,3.63,5.64,1,665
1,3,8,barnacle,4.5,6.2,5.69,1,666
45,3,9,candidate,4.67,5.53,5.76,1,667
2,2,6,morgue,6.03,6.48,6.56,1,668
9,3,8,revolver,6.7,6.96,7.4,1,669
5,2,6,vacuum,4.77,3.87,5.94,1,670
22,1,4,jail,6.43,6.69,7.38,1,671
36,2,6,damsel,6.03,6.58,6.12,1,672
23,1,5,hound,6.27,6.83,6,1,673
50,4,10,automobile,6.87,7,6.16,1,674
29,1,4,hint,2.57,3.35,3.72,1,675
1,3,8,islander,5.43,6.28,5.48,1,676
3,3,9,pollution,4.63,4.14,7.4,1,677
100,1,5,dream,4.6,3.03,5.44,1,678
2,4,11,vaccination,5.97,5.7,6.12,1,679
50,1,7,science,4.07,3.05,6.56,1,680
50,1,3,bar,6.4,6.83,6.08,1,681
50,1,5,beast,5.9,6.51,6.08,1,682
50,3,6,avenue,6.07,6.48,6.09,1,683
1,4,7,alimony,4.47,4.87,5.72,1,684
26,2,5,elbow,6.3,6.94,5.16,1,685
22,3,10,reflection,5.9,3.12,6.56,1,686
100,2,7,silence,4.1,3.09,5.82,1,687
8,2,5,demon,4.7,2.56,5.04,1,688
50,2,6,murder,5.4,4.6,7.8,1,689
20,5,11,cooperation,3.4,1.92,4.67,1,690
100,2,7,teacher,5.77,6.38,6,1,691
2,4,8,delirium,4.8,2.79,5,1,692
26,3,9,interview,5.03,4.34,4.88,1,693
50,1,4,pole,6.1,6.93,6.2,1,694
3,3,8,retailer,4.33,5.88,6.76,1,695
50,1,5,shock,4.67,3.97,6.2,1,696
25,2,7,prairie,6.47,6.8,8.16,1,697
50,2,6,temple,6.13,6.69,6.75,1,698
100,2,7,machine,6,6.75,5.88,1,699
1,5,12,emancipation,3.2,2.49,5.2,1,700
26,1,4,golf,6.7,6.1,8.16,1,701
50,1,5,clock,6.5,6.94,7.08,1,702
8,4,8,bacteria,5.33,6.38,6.12,1,703
40,2,6,insect,6.1,6.8,6.32,1,704
28,4,11,competition,4.53,3.08,5.69,1,705
100,1,4,meat,6.63,6.93,8.32,1,706
2,3,8,aptitude,2.6,1.62,5.25,1,707
4,1,4,pact,3.5,3.77,5.12,1,708
21,4,7,economy,3.2,2.28,5.88,1,709
1,2,10,guardhouse,5.8,6.69,5.76,1,710
1,4,10,abdication,3.57,2.66,4.72,1,711
100,2,6,spirit,3.43,1.86,5.72,1,712
100,1,4,ship,6.67,6.93,7.87,1,713
3,4,11,predicament,3.3,2.18,4.64,1,714
4,3,7,recital,4.97,5.19,5.56,1,715
5,2,6,piston,5.37,6.87,7.4,1,716
8,2,7,outcome,2.4,2.8,4.24,1,717
1,3,8,falconer,4.03,5.9,5.64,1,718
5,2,6,bandit,5.83,6.28,6.92,1,719
11,1,5,spire,5.57,6.72,4.72,1,720
50,2,6,series,4.47,3.88,5.36,1,721
9,3,7,edifice,4.7,6.56,5.16,1,722
10,2,6,malice,3.3,1.73,4.56,1,723
8,3,10,instructor,5.7,6.45,6.29,1,724
27,3,7,tragedy,4.7,2.59,5.84,1,725
29,2,8,blessing,4.43,1.75,6.19,1,726
20,1,4,fowl,5.87,6.58,7.36,1,727
22,2,6,infant,6.33,6.76,7.2,1,728
50,2,8,instance,2,2.87,4.04,1,729
1,5,9,unreality,2.1,1.18,4.92,1,730
100,3,6,animal,6.1,6.75,7,1,731
50,2,5,hotel,6.4,6.8,5.96,1,732
7,3,9,appliance,5.73,6.45,6.64,1,733
1,4,9,amplifier,5.8,6.53,5.96,1,734
27,3,9,intellect,2.93,1.83,5.56,1,735
8,4,10,metropolis,5.97,5.62,6.28,1,736
26,2,7,impulse,3.7,2.08,4.96,1,737
27,2,5,bosom,6.57,6.09,5.5,1,738
100,2,6,cotton,6,6.9,7.13,1,739
6,4,9,alligator,6.87,6.93,7.72,1,740
100,1,5,earth,6.27,6.58,7.56,1,741
100,2,6,method,2.63,2.2,5.2,1,742
22,2,7,assault,4.8,4.19,5.56,1,743
100,1,6,health,4.1,3.54,6.39,1,744
100,1,5,judge,6.27,6.25,7.04,1,745
100,1,4,kiss,6.8,6.13,6.68,1,746
3,2,7,shotgun,6.6,6.96,7.88,1,747
1,3,7,interim,1.97,2.67,4.08,1,748
34,2,6,hammer,6.73,6.96,6.92,1,749
6,3,6,malady,3.37,3.72,6,1,750
4,2,5,irony,2.83,2.1,5.24,1,751
7,2,5,opium,4.6,6.44,5.88,1,752
22,3,9,gratitude,3.7,1.59,4.32,1,753
50,2,7,student,6.27,6.38,5.96,1,754
100,1,4,lake,6.67,6.9,9.22,1,755
1,2,6,icebox,6.17,6.9,6.28,1,756
2,5,12,eccentricity,3.77,2.27,4.04,1,757
50,2,7,fortune,4.57,3.82,6,1,758
1,3,11,subtraction,3.8,3.73,5.52,1,759
21,1,4,foam,6.33,6.73,6.44,1,760
1,2,6,wigwam,6.23,6.83,5.88,1,761
50,5,10,university,6.53,5.87,7.2,1,762
2,2,6,hurdle,6.33,6.65,5.92,1,763
50,1,4,poet,5.27,6.35,5.36,1,764
2,4,9,brutality,4.9,3.19,5.06,1,765
2,2,7,glutton,5.77,5.77,5.32,1,766
32,2,6,cellar,6.27,6.83,6.79,1,767
24,3,7,poverty,5.07,3.17,5.44,1,768
36,1,4,lawn,6.57,6.96,7.28,1,769
13,1,5,skull,6.47,6.96,6.64,1,770
2,2,9,onslaught,3.67,3.34,5.84,1,771
100,3,7,opinion,3.23,2.29,4.96,1,772
2,3,10,disclosure,2.17,2.51,3.56,1,773
1,2,9,timepiece,6.1,6.76,6.08,1,774
22,4,7,anxiety,4.03,1.63,5.69,1,775
50,2,6,author,4.53,6.04,5.24,1,776
1,3,5,idiom,3,3.44,4.6,1,777
1,2,8,steerage,3,4.29,4.65,1,778
4,4,9,festivity,5.3,4.45,6.4,1,779
20,2,8,mischief,4.03,2.9,5.44,1,780
39,2,6,belief,2.73,1.55,5.24,1,781
50,3,9,happiness,5.13,1.94,6,1,782
1,2,5,amour,5.5,2.65,5.08,1,783
50,2,6,volume,4.53,5.14,6.16,1,784
4,3,9,performer,5.43,6.01,6.48,1,785
2,2,7,pianist,6.43,6.55,5.96,1,786
3,1,5,truce,4.8,3.05,6.17,1,787
2,2,7,trellis,5.6,6.69,5,1,788
100,1,5,stone,6.23,6.96,7.24,1,789
50,2,5,event,2.9,3.72,5.04,1,790
22,2,7,butcher,6.27,6.42,6.72,1,791
100,1,5,woods,6.7,6.87,7.84,1,792
1,2,7,hairpin,6.13,6.96,6,1,793
25,2,7,painter,5.87,6.59,6.4,1,794
3,3,8,tomahawk,6.57,6.87,6.44,1,795
22,1,5,spray,6.17,6.21,6.48,1,796
100,2,6,butter,6.57,6.96,6.91,1,797
29,2,8,twilight,5.93,5.77,6.56,1,798
19,2,6,crisis,3.43,2.81,5.44,1,799
2,3,10,camouflage,5.2,5.26,6.38,1,800
50,3,6,potato,6.5,7,7.13,1,801
1,3,7,acrobat,6.53,6.38,5.67,1,802
1,2,7,context,2.13,2.73,4.44,1,803
24,2,6,sunset,6.83,6.07,6.96,1,804
1,2,8,henchman,4.67,5.65,3.8,1,805
1,3,7,perjury,3.37,2.7,5.92,1,806
2,3,7,residue,4.87,5.72,4.48,1,807
5,2,7,profile,5.97,5.72,5.6,1,808
1,2,9,workhouse,4,6.31,4.88,1,809
2,3,9,diffusion,3.4,3.18,5.67,1,810
100,1,3,car,6.87,7,6.38,1,811
37,3,11,destruction,5.27,3.61,5.32,1,812
21,2,6,menace,3.73,3.7,5.04,1,813
100,1,3,boy,6.57,6.93,6.96,1,814
2,4,8,sobriety,3.5,2.9,4.52,1,815
19,3,7,edition,3.4,4.64,5.88,1,816
20,2,6,decree,3.3,4.58,5.16,1,817
100,2,4,duty,3.17,2.32,5.6,1,818
100,3,9,newspaper,6.57,6.56,6.12,1,819
41,2,8,forehead,6.27,6.93,5.08,1,820
50,2,6,palace,6.5,6.73,7.08,1,821
8,3,9,ambulance,6.67,7,7.52,1,822
1,3,9,feudalism,3.83,2.95,5.8,1,823
19,2,8,hardship,4.1,2.93,5.48,1,824
100,1,4,wife,6.53,6.52,6.48,1,825
100,2,8,railroad,6.27,6.76,6.6,1,826
20,2,7,charter,3.83,5.05,4.89,1,827
1,5,11,unification,2.77,2.51,4.76,1,828
22,2,6,nephew,4.3,6.19,4.48,1,829
11,2,7,sadness,4.63,2.47,5.56,1,830
28,1,5,stain,5.93,6.25,5.25,1,831
2,4,8,panorama,4.47,4.18,5.72,1,832
22,2,6,salute,5.77,5,6.52,1,833
50,2,6,artist,5.93,6.14,6.65,1,834
100,1,4,seat,6.4,6.79,6.08,1,835
2,2,6,encore,4,3.62,5.72,1,836
23,2,6,banner,5.93,6.58,6.2,1,837
30,1,4,cord,6.03,6.93,6,1,838
2,2,6,deluge,4.57,4.38,5.32,1,839
7,3,7,caravan,5.83,6.15,6.52,1,840
30,4,10,inhabitant,4.33,6,5.33,1,841
24,1,3,gem,6.4,6.59,6.88,1,842
27,2,6,robber,5.67,6.25,6.88,1,843
8,3,8,beverage,5.87,5.96,6.58,1,844
100,1,4,love,5.6,1.8,6.44,1,845
1,3,8,citation,3.57,4.42,5.06,1,846
1,4,10,unbeliever,2.6,4,4.72,1,847
8,3,9,infection,4.87,5.08,6.12,1,848
1,2,6,surtax,1.63,4.12,2.96,1,849
29,3,8,incident,2.9,3,4.16,1,850
100,1,5,house,6.67,6.93,6.83,1,851
50,2,6,vessel,5.9,6.99,7.82,1,852
3,2,7,mileage,4.53,4.36,6.72,1,853
9,3,7,bravery,4.4,1.93,6.44,1,854
22,3,10,permission,2.87,4.43,4.68,1,855
20,2,8,hillside,6.3,6.59,6.92,1,856
1,3,8,emporium,2.93,5.16,4.04,1,857
2,2,7,skillet,6.1,6.8,7.43,1,858
100,1,3,sea,6.73,6.79,7.16,1,859
7,2,8,prestige,3.67,1.73,4.56,1,860
8,1,5,whale,6.5,6.96,7.24,1,861
3,1,5,greed,3.53,1.73,5.52,1,862
1,3,8,clemency,2.9,1.97,3.94,1,863
50,4,8,majority,3.63,3.48,5.48,1,864
22,3,9,attribute,2.4,2,3.83,1,865
50,2,5,glory,4.13,1.77,5.88,1,866
41,2,6,humour,4.57,2.31,5.72,1,867
23,3,12,headquarters,5.03,5.94,5.08,1,868
5,2,6,poster,6.33,6.96,6.2,1,869
8,3,7,utensil,5.47,6.58,6.08,1,870
8,4,11,mathematics,4.5,4.35,6.88,1,871
50,2,6,prison,6.23,6.62,7.21,1,872
7,3,8,kerosene,5.77,6.87,6.04,1,873
3,2,7,hostage,5.57,6.05,6.4,1,874
23,3,10,restaurant,6.47,6.83,6.88,1,875
27,2,5,baron,5.1,5.77,5.72,1,876
1,2,6,python,5.47,6.42,5.88,1,877
21,1,4,vest,6.37,6.73,5.96,1,878
4,5,9,animosity,3.6,1.81,5.19,1,879
1,2,7,invoice,5.17,6.14,6.28,1,880
1,2,7,doorman,6.4,6.52,6.28,1,881
100,1,3,arm,6.53,6.96,6.92,1,882
50,3,10,confidence,3.4,1.52,4.17,1,883
20,1,4,harp,6.6,6.94,6,1,884
17,2,7,pudding,6.27,6.6,7.31,1,885
4,2,7,dreamer,5.33,5.1,5.04,1,886
50,4,9,vegetable,5.83,6.76,6.92,1,887
1,3,8,copybook,4.6,6.62,3.61,1,888
1,3,9,disturber,4.1,5.07,4.6,1,889
27,2,6,vapour,4.8,5.93,5.76,1,890
29,2,6,beggar,6.4,6.25,6.5,1,891
100,2,6,dollar,6.5,6.62,6.48,1,892
37,3,9,affection,4.87,2.18,6.36,1,893
21,2,8,contents,3.57,4.25,5,1,894
5,2,5,abyss,5.17,5.4,5.88,1,895
28,2,5,salad,6.53,6.83,7.2,1,896
50,1,5,steam,6.37,6.41,7.46,1,897
19,2,9,fireplace,6.83,6.96,7.08,1,898